Price,Close
Ticker,XLE
Date,
2018-03-20,47.900123596191406
2018-03-21,49.15442657470703
2018-03-22,48.15097427368164
2018-03-23,47.85711669921875
2018-03-26,48.71721649169922
2018-03-27,48.258487701416016
2018-03-28,47.319557189941406
2018-03-29,48.31584548950195
2018-04-02,47.34821701049805
2018-04-03,48.358829498291016
2018-04-04,48.2943229675293
2018-04-05,49.16158676147461
2018-04-06,48.2728271484375
2018-04-09,48.502193450927734
2018-04-10,50.107704162597656
2018-04-11,50.63090515136719
2018-04-12,50.623756408691406
2018-04-13,51.18281555175781
2018-04-16,51.70602798461914
2018-04-17,51.9067497253418
2018-04-18,52.72380828857422
2018-04-19,52.788326263427734
2018-04-20,52.5374641418457
2018-04-23,52.86001205444336
2018-04-24,52.293785095214844
2018-04-25,52.70949172973633
2018-04-26,53.476383209228516
2018-04-27,52.91015625
2018-04-30,52.90299987792969
2018-05-01,52.58047866821289
2018-05-02,52.79550552368164
2018-05-03,52.67364501953125
2018-05-04,52.931671142578125
2018-05-07,53.00334930419922
2018-05-08,53.4190673828125
2018-05-09,54.50850296020508
2018-05-10,54.91706085205078
2018-05-11,54.99591064453125
2018-05-14,55.37577438354492
2018-05-15,55.390106201171875
2018-05-16,55.583641052246094
2018-05-17,56.422218322753906
2018-05-18,55.985008239746094
2018-05-21,56.55840301513672
2018-05-22,55.80583190917969
2018-05-23,55.798667907714844
2018-05-24,54.8812370300293
2018-05-25,53.45489501953125
2018-05-29,53.290042877197266
2018-05-30,54.90273666381836
2018-05-31,54.487003326416016
2018-06-01,54.74504089355469
2018-06-04,54.2719841003418
2018-06-05,54.142982482910156
2018-06-06,54.4010009765625
2018-06-07,55.22528076171875
2018-06-08,55.11773681640625
2018-06-11,55.404457092285156
2018-06-12,54.9815673828125
2018-06-13,54.77371597290039
2018-06-14,54.69486618041992
2018-06-15,53.520111083984375
2018-06-18,54.05409622192383
2018-06-19,53.931434631347656
2018-06-20,54.16953659057617
2018-06-21,53.16655349731445
2018-06-22,54.22728729248047
2018-06-25,53.1376953125
2018-06-26,53.80875778198242
2018-06-27,54.53034973144531
2018-06-28,54.45819091796875
2018-06-29,54.79733657836914
2018-07-02,53.98915481567383
2018-07-03,54.32831573486328
2018-07-05,54.270565032958984
2018-07-06,54.60249328613281
2018-07-09,55.41789245605469
2018-07-10,55.82920455932617
2018-07-11,54.64580154418945
2018-07-12,54.73960876464844
2018-07-13,55.02824783325195
2018-07-16,54.39323043823242
2018-07-17,54.1767692565918
2018-07-18,54.21285629272461
2018-07-19,54.22728729248047
2018-07-20,54.039669036865234
2018-07-23,53.80153274536133
2018-07-24,54.4798469543457
2018-07-25,54.93442916870117
2018-07-26,55.533348083496094
2018-07-27,55.29523468017578
2018-07-30,55.74983215332031
2018-07-31,55.6488037109375
2018-08-01,54.87671661376953
2018-08-02,54.573631286621094
2018-08-03,54.2922248840332
2018-08-06,54.4942741394043
2018-08-07,54.89836502075195
2018-08-08,54.50148391723633
2018-08-09,53.996360778808594
2018-08-10,54.32831573486328
2018-08-13,53.63558578491211
2018-08-14,53.76545333862305
2018-08-15,51.88934326171875
2018-08-16,52.264564514160156
2018-08-17,52.394439697265625
2018-08-20,52.7480354309082
2018-08-21,53.015010833740234
2018-08-22,53.6500129699707
2018-08-23,53.3974494934082
2018-08-24,53.78712844848633
2018-08-27,54.18398666381836
2018-08-28,53.953067779541016
2018-08-29,54.28501892089844
2018-08-30,54.13347244262695
2018-08-31,53.714962005615234
2018-09-04,53.59950637817383
2018-09-05,53.527347564697266
2018-09-06,52.53875732421875
2018-09-07,52.53154754638672
2018-09-10,52.50990676879883
2018-09-11,53.00779724121094
2018-09-12,53.282005310058594
2018-09-13,53.30365753173828
2018-09-14,53.58506774902344
2018-09-17,53.67165756225586
2018-09-18,54.02522277832031
2018-09-19,54.19119644165039
2018-09-20,54.20563888549805
2018-09-21,54.563819885253906
2018-09-24,55.36302947998047
2018-09-25,55.719024658203125
2018-09-26,55.18138122558594
2018-09-27,55.18138122558594
2018-09-28,55.02880859375
2018-10-01,55.79169464111328
2018-10-02,55.84981918334961
2018-10-03,56.300262451171875
2018-10-04,56.067779541015625
2018-10-05,56.06052017211914
2018-10-08,56.016910552978516
2018-10-09,56.518245697021484
2018-10-10,54.745445251464844
2018-10-11,52.892757415771484
2018-10-12,53.038082122802734
2018-10-15,52.59486770629883
2018-10-16,53.030799865722656
2018-10-17,52.696598052978516
2018-10-18,52.43503952026367
2018-10-19,51.97004318237305
2018-10-22,51.39606475830078
2018-10-23,50.05195999145508
2018-10-24,48.07573699951172
2018-10-25,48.664241790771484
2018-10-26,48.30097579956055
2018-10-29,47.400047302246094
2018-10-30,48.49713134765625
2018-10-31,48.795021057128906
2018-11-01,49.20915222167969
2018-11-02,49.085655212402344
2018-11-05,49.90663528442383
2018-11-06,50.13913345336914
2018-11-07,50.960140228271484
2018-11-08,49.85578536987305
2018-11-09,49.76860046386719
2018-11-12,48.73689651489258
2018-11-13,47.61800765991211
2018-11-14,47.538089752197266
2018-11-15,48.23556900024414
2018-11-16,48.80954360961914
2018-11-19,48.795021057128906
2018-11-20,47.19661331176758
2018-11-21,47.93770217895508
2018-11-23,46.43374252319336
2018-11-26,47.1312255859375
2018-11-27,47.00045394897461
2018-11-28,47.80692672729492
2018-11-29,48.11933898925781
2018-11-30,48.03215026855469
2018-12-03,49.10017395019531
2018-12-04,47.69066619873047
2018-12-06,46.81154251098633
2018-12-07,46.549991607666016
2018-12-10,45.823448181152344
2018-12-11,45.83796310424805
2018-12-12,46.01960372924805
2018-12-13,46.16492462158203
2018-12-14,45.111419677734375
2018-12-17,44.2904167175293
2018-12-18,43.24418258666992
2018-12-19,42.73560333251953
2018-12-20,41.551326751708984
2018-12-21,41.14799118041992
2018-12-24,39.48329544067383
2018-12-26,41.939998626708984
2018-12-27,42.160011291503906
2018-12-28,41.83734130859375
2018-12-31,42.05733871459961
2019-01-02,42.886024475097656
2019-01-03,42.4606819152832
2019-01-04,43.905364990234375
2019-01-07,44.55804443359375
2019-01-08,44.9027214050293
2019-01-09,45.61405944824219
2019-01-10,45.74605941772461
2019-01-11,45.47472381591797
2019-01-14,45.36472702026367
