Date,Price,Return,Sign,avg_positive_XLF,avg_neutral_XLF,avg_negative_XLF,n_XLF,sent_index_XLF,is_trading_day
2018-11-12,23.22035217285156,-0.0199117883319276,-1.0,0.09194010868668552,0.6242654323577881,0.2837944597005844,5.0,-0.19185435101389892,1.0
2018-11-13,23.351396560668945,0.0056435142258781,1.0,0.17511638253927223,0.6824049293994904,0.1424786932766437,5.0,0.03263768926262853,1.0
2018-11-14,23.036901473999023,-0.013467934812928,-1.0,0.04557421943172805,0.7132850736379623,0.24114069761708373,4.0,-0.1955664781853557,1.0
2018-11-15,23.37760353088379,0.014789404611089,1.0,0.056726886358644237,0.28606526899550644,0.6572078317403793,7.0,-0.6004809453817351,1.0
2018-11-16,23.403806686401367,0.0011208657672272,1.0,0.029605669590334064,0.3162583863983552,0.654135932524999,3.0,-0.624530262934665,1.0
2018-11-19,23.395078659057617,-0.0003729319533656,-1.0,0.058053172752261115,0.7241570234298706,0.2177897864952683,10.0,-0.15973661374300718,1.0
2018-11-20,22.8796443939209,-0.0220317389245948,-1.0,0.3650255032948085,0.20181227129484922,0.433162212105734,7.0,-0.06813670881092554,1.0
2018-11-21,22.897123336791992,0.0007639516843076,1.0,0.019277996073166468,0.3658455287416776,0.6148764789104462,3.0,-0.5955984828372797,1.0
2018-11-23,22.713659286499023,-0.0080125371032164,-1.0,0.11704676911573514,0.39971462535587227,0.4832386128943075,11.0,-0.36619184377857233,1.0
2018-11-26,23.17667007446289,0.0203846849212483,1.0,0.23989851353690025,0.5469496920704842,0.2131517981179058,4.0,0.026746715418994454,1.0
2018-11-27,23.19414520263672,0.0007539965024174,1.0,0.37209562212228775,0.46005062013864517,0.16785374041646714,5.0,0.2042418817058206,1.0
2018-11-28,23.63968086242676,0.0192089708802631,1.0,0.17928511403839695,0.22017452323978592,0.6005403413013979,11.0,-0.4212552272630009,1.0
2018-11-29,23.43875503540039,-0.0084995152090113,-1.0,0.05023690419537674,0.38201721997133326,0.5677458915327277,7.0,-0.517508987337351,1.0
2018-11-30,23.56105613708496,0.0052179009294586,1.0,0.06613723468035453,0.42526183696463704,0.508600914850831,4.0,-0.4424636801704765,1.0
2018-12-03,23.70956802368164,0.0063032779911305,1.0,0.22789548058062786,0.5448211129754782,0.22728343335911627,10.0,0.0006120472215115913,1.0
2018-12-04,22.6787223815918,-0.0434780440141384,-1.0,0.22447459632530803,0.44496348425745963,0.3305619047954678,10.0,-0.10608730847015979,1.0
2018-12-06,22.36422348022461,-0.0138675757864767,-1.0,0.19627859971175587,0.4399108762542407,0.3638105131168332,18.0,-0.16753191340507734,1.0
2018-12-07,21.936159133911133,-0.0191405861550252,-1.0,0.1404395017307251,0.6748862434178591,0.1846742423949763,8.0,-0.044234740664251176,1.0
2018-12-10,21.63039779663086,-0.0139386906984821,-1.0,0.0391255319118499,0.29694652929902077,0.663927951361984,4.0,-0.6248024194501341,1.0
2018-12-11,21.420732498168945,-0.0096930856488719,-1.0,0.24866200052201745,0.4253743141889572,0.3259636797010898,3.0,-0.07730167917907235,1.0
2018-12-12,21.54303741455078,0.0057096514506349,1.0,0.24051134521141643,0.6291159391403198,0.13037272333167488,4.0,0.11013862187974155,1.0
