Date,Price,avg_positive_XLY,avg_neutral_XLY,avg_negative_XLY,n_XLY,sent_index_XLY,Sign_next_day
2018-05-23,98.356201171875,0.3732053352181207,0.350333844396201,0.2764608442614024,11.0,0.0967444909567183,1.0
2018-05-24,98.57013702392578,0.0386479005894877,0.4397023699500344,0.5216497372497212,11.0,-0.4830018366602334,1.0
2018-05-25,98.7189483642578,0.2228002051653509,0.3758713603019714,0.4013284156945618,11.0,-0.1785282105292108,-1.0
2018-05-29,97.95622253417967,0.3018051917897537,0.3574936715885997,0.3407011475646868,8.0,-0.0388959557749331,1.0
2018-05-30,98.84918975830078,0.1074613123200833,0.4444754526226057,0.448063248458008,9.0,-0.3406019361379246,-1.0
2018-05-31,98.37480926513672,0.1552522366068192,0.4280333801039627,0.4167143666584577,7.0,-0.2614621300516384,1.0
2018-06-01,99.10031127929688,0.0179947810247539,0.1450628414750098,0.8369423866271972,5.0,-0.8189476056024433,1.0
2018-06-04,100.20724487304688,0.1283941648102232,0.6581313519605568,0.2134744826970355,7.0,-0.0850803178868123,1.0
2018-06-05,100.79322052001952,0.2919695587828755,0.3635360024869442,0.3444944278337061,10.0,-0.0525248690508305,1.0
2018-06-06,101.73271942138672,0.378242553876979,0.3512921894767454,0.2704652279083218,7.0,0.1077773259686572,1.0
2018-06-07,102.0303726196289,0.079643116146326,0.5021373596042394,0.4182195202447474,10.0,-0.3385764040984214,1.0
2018-06-08,102.24430084228516,0.0242063007317483,0.2200690861791371,0.7557245790958405,2.0,-0.7315182783640921,1.0
2018-06-11,102.65357971191406,0.3116011361901958,0.3420865063865979,0.3463123440742492,6.0,-0.0347112078840534,1.0
2018-06-12,103.1465835571289,0.0551306919660418,0.2200489249080419,0.7248204043135047,10.0,-0.6696897123474628,1.0
2018-06-13,103.30469512939452,0.148123868741095,0.4679838812185658,0.3838922423827979,9.0,-0.2357683736417029,1.0
2018-06-14,104.38369750976562,0.333954164551364,0.39762794226408,0.268417909534441,9.0,0.065536255016923,1.0
2018-06-15,104.5552978515625,0.3150944498678048,0.6716906776030859,0.0132148506430287,3.0,0.301879599224776,-1.0
2018-06-18,104.37811279296876,0.2622107254341245,0.5155363801866769,0.2222528917714953,5.0,0.0399578336626292,-1.0
2018-06-19,104.2475128173828,0.0405890285037457,0.4639648767188191,0.4954461129382251,2.0,-0.4548570844344794,1.0
2018-06-20,104.7418212890625,0.134094459315141,0.5570434431234995,0.3088621071850259,3.0,-0.1747676478698849,-1.0
2018-06-21,103.99574279785156,0.1378904301673173,0.2203825333466132,0.6417270271728436,3.0,-0.5038365970055263,-1.0
2018-06-22,103.81854248046876,0.0697215874161985,0.5546235951284567,0.3756548361852764,9.0,-0.3059332487690779,-1.0
2018-06-25,101.56159973144533,0.0608646051647762,0.7105348197122415,0.2286005622396866,6.0,-0.1677359570749104,1.0
2018-06-26,102.28904724121094,0.1247642906382679,0.331442441791296,0.5437932461500168,4.0,-0.4190289555117488,-1.0
2018-06-27,100.96473693847656,0.1742809030693023,0.2367489957250654,0.5889700929401442,8.0,-0.4146891898708418,1.0
2018-06-28,101.75746154785156,0.2271674735132943,0.3786988502198999,0.3941336548887193,11.0,-0.1669661813754249,1.0
2018-06-29,101.93468475341795,0.4824966142574945,0.1889340759565433,0.328569325308005,6.0,0.1539272889494894,1.0
2018-07-02,102.07455444335938,0.2187537540766325,0.4992910704829476,0.2819551848383112,11.0,-0.0632014307616786,-1.0
2018-07-03,101.56159973144533,0.0437659505754708,0.6947252962738275,0.261508759483695,5.0,-0.2177428089082241,1.0
2018-07-05,102.06522369384766,0.0382707750424742,0.3786788959056139,0.5830503420904278,5.0,-0.5447795670479536,1.0
2018-07-06,102.86727905273438,0.0740459763134518,0.3823320462057988,0.5436219846208891,3.0,-0.4695760083074372,1.0
2018-07-09,104.09830474853516,0.1742478174467881,0.5844971835613251,0.2412549887473384,6.0,-0.0670071713005503,1.0
2018-07-10,104.32215881347656,0.3854495389387011,0.3346564980844655,0.2798939766362309,6.0,0.1055555623024702,-1.0
2018-07-11,104.07965850830078,0.1448963269857423,0.6132988578506878,0.2418048070477587,7.0,-0.0969084800620164,1.0
2018-07-12,104.76980590820312,0.5708929300308228,0.1712526679039001,0.2578543722629547,1.0,0.313038557767868,1.0
2018-07-13,105.00294494628906,0.0513826006402571,0.6227914815147718,0.3258259296417236,3.0,-0.2744433290014664,1.0
2018-07-16,105.26408386230467,0.2476797269191592,0.1405865065753459,0.6117337504401803,4.0,-0.364054023521021,1.0
2018-07-17,105.36666870117188,0.3725033487955277,0.1855040812356905,0.4419925886798989,11.0,-0.0694892398843711,-1.0
2018-07-18,105.30139923095705,0.1465050515790397,0.5259115112802157,0.3275834506091017,13.0,-0.1810783990300619,-1.0
2018-07-19,105.05891418457033,0.1122834730582932,0.3807969434807698,0.5069196134184798,6.0,-0.3946361403601865,-1.0
2018-07-20,104.59261322021484,0.0924090039916336,0.6509396126493812,0.2566513740457594,4.0,-0.1642423700541257,-1.0
2018-07-23,104.48069763183594,0.3891049537807703,0.21905446536839,0.3918405953794717,5.0,-0.0027356415987014,-1.0
2018-07-24,104.17292022705078,0.0827752488354841,0.3674949105415079,0.5497298449691799,9.0,-0.4669545961336957,1.0
2018-07-25,104.93765258789062,0.6505973140398661,0.0794168257464965,0.2699858831862608,3.0,0.3806114308536052,-1.0
2018-07-26,104.38743591308594,0.2938045194993416,0.1821299261516994,0.5240655686292384,9.0,-0.2302610491298967,-1.0
2018-07-27,104.11697387695312,0.6184114590287209,0.2816334813833236,0.0999550751876085,4.0,0.5184563838411123,-1.0
2018-07-30,103.28694152832033,0.2659473503008485,0.5732941169823919,0.1607585364420498,7.0,0.1051888138587986,1.0
2018-07-31,103.77190399169922,0.2146797048859298,0.3662313227541744,0.4190889505669474,10.0,-0.2044092456810176,-1.0
2018-08-01,103.25897979736328,0.2658507017832663,0.4917390247186025,0.2424102864331668,9.0,0.0234404153500994,1.0
2018-08-02,103.96776580810548,0.4569142099159459,0.2876025826359788,0.2554832107077042,12.0,0.2014309992082417,1.0
2018-08-03,104.32215881347656,0.0096898255869746,0.0228761900216341,0.9674340486526488,1.0,-0.9577442230656742,1.0
2018-08-06,105.02162170410156,0.0315271656727417,0.4542649365030229,0.5142079079523683,4.0,-0.4826807422796265,1.0
2018-08-07,105.50655364990234,0.2470830746615926,0.5040964401016633,0.2488204965367913,15.0,-0.0017374218751987,1.0
2018-08-08,105.61846160888672,0.1410523147011796,0.5590381855145097,0.2999095003275822,12.0,-0.1588571856264025,1.0
2018-08-09,106.01016235351562,0.1320226280432608,0.5043248929497268,0.3636525004274315,9.0,-0.2316298723841707,-1.0
2018-08-10,105.12419128417967,0.0713324220851063,0.6307935900986195,0.2978739915415644,8.0,-0.2265415694564581,-1.0
2018-08-13,104.59261322021484,0.3054878520779311,0.5242352418135852,0.1702768968534655,8.0,0.1352109552244656,1.0
2018-08-14,105.6091537475586,0.2142930885946208,0.65378254736689,0.1319243444807149,11.0,0.0823687441139058,-1.0
2018-08-15,104.32215881347656,0.1953782986849546,0.7016013201326132,0.1030203713104128,10.0,0.0923579273745417,1.0
2018-08-16,104.8351058959961,0.2497772897283235,0.5689192615035508,0.1813034590126739,9.0,0.0684738307156496,1.0
2018-08-17,104.9283447265625,0.2418392168357968,0.305784436315298,0.452376358769834,5.0,-0.2105371419340372,1.0
2018-08-20,105.67443084716795,0.1238206010311841,0.4476732004966054,0.4285062168325697,7.0,-0.3046856158013855,1.0
2018-08-21,106.51376342773438,0.2250079916169245,0.4584319926798343,0.3165600139958163,6.0,-0.0915520223788917,1.0
2018-08-22,106.6257095336914,0.3130664187906817,0.3935842072083191,0.2933493695137175,11.0,0.0197170492769642,-1.0
2018-08-23,106.52311706542967,0.3745329731609672,0.3645816091448068,0.2608853864949196,4.0,0.1136475866660476,1.0
2018-08-24,107.1479721069336,0.0689331451430916,0.1196914967149495,0.8113753199577332,4.0,-0.7424421748146415,1.0
2018-08-27,107.83809661865234,0.1070066255827744,0.2784120303889115,0.6145813561355075,6.0,-0.507574730552733,1.0
2018-08-28,108.05261993408205,0.3411269197240472,0.3398567568510771,0.3190163254621438,8.0,0.0221105942619033,1.0
2018-08-29,109.26498413085938,0.3599013490602373,0.4182897441089153,0.2218089243397116,5.0,0.1380924247205257,-1.0
2018-08-30,108.64013671875,0.1768995304591953,0.2531892610713839,0.56991121545434,6.0,-0.3930116849951446,1.0
2018-08-31,109.0691375732422,0.2605752736330032,0.6001162752509117,0.1393084477633237,5.0,0.1212668258696794,1.0
2018-09-04,109.27433013916016,0.1711920639500021,0.4594050689854405,0.3694028727371584,11.0,-0.1982108087871562,-1.0
2018-09-05,108.09923553466795,0.2874643203491965,0.5350738049795231,0.1774619099063177,6.0,0.1100024104428787,-1.0
2018-09-06,107.80078887939452,0.1454189062739411,0.4306593727734353,0.4239217440287272,9.0,-0.278502837754786,-1.0
2018-09-07,107.79145050048828,0.2271140528842806,0.4056204818189144,0.3672654487192631,5.0,-0.1401513958349824,1.0
2018-09-10,108.19249725341795,0.0139683540910482,0.0646024122834205,0.9214292764663696,2.0,-0.9074609223753214,1.0
2018-09-11,109.05982208251952,0.0602222147087255,0.490971287091573,0.4488064652929703,3.0,-0.3885842505842448,1.0
2018-09-12,109.26498413085938,0.0826018057497484,0.7038173398801258,0.213580861554614,7.0,-0.1309790558048656,1.0
2018-09-13,109.45152282714844,0.2259771249123981,0.2073632074253899,0.5666596787050366,7.0,-0.3406825537926384,-1.0
2018-09-14,109.04117584228516,0.3823370912577957,0.2150374415796249,0.4026254760101437,8.0,-0.020288384752348,-1.0
2018-09-17,107.68888854980467,0.0327866401833792,0.3583208452910185,0.6088925373430053,6.0,-0.5761058971596261,1.0
2018-09-18,109.05982208251952,0.104544496978633,0.3769262360874563,0.5185292630922049,8.0,-0.4139847661135719,1.0
2018-09-19,109.1064453125,0.2452651361624399,0.5140751496785216,0.2406597030866477,9.0,0.0046054330757922,1.0
2018-09-20,109.85255432128906,0.2896786891958779,0.4868915763994058,0.2234297451666659,9.0,0.066248944029212,-1.0
2018-09-21,109.36707305908205,0.0554321492090821,0.7303958535194397,0.2141720145009457,2.0,-0.1587398652918636,-1.0
2018-09-24,108.65616607666016,0.0558627019636332,0.375923991203308,0.5682132975198328,4.0,-0.5123505955561996,1.0
2018-09-25,109.11451721191406,0.2225337900842229,0.4908218909986317,0.2866443121650566,12.0,-0.0641105220808337,1.0
2018-09-26,109.36707305908205,0.3050659576430916,0.3028395852074027,0.3920944633893668,10.0,-0.0870285057462751,1.0
2018-09-27,109.74122619628906,0.2303444476177294,0.4413755452260375,0.3282800037413835,6.0,-0.097935556123654,-1.0
2018-09-28,109.64769744873048,0.147070274264975,0.5121948141604662,0.3407349210571158,11.0,-0.1936646467921408,-1.0
2018-10-01,109.31095123291016,0.1701548052951693,0.5942424579213063,0.2356027391118307,12.0,-0.0654479338166614,-1.0
2018-10-02,107.83301544189452,0.2520300974138081,0.3905008733272552,0.3574690239038318,8.0,-0.1054389264900236,-1.0
2018-10-03,107.46822357177734,0.4942921802401542,0.364169055968523,0.1415387868881225,5.0,0.3527533933520317,-1.0
2018-10-04,105.78446197509766,0.2010551036025086,0.3380332466214895,0.4609116520111759,15.0,-0.2598565484086673,-1.0
2018-10-05,104.9893798828125,0.0959192942827939,0.3382381629198789,0.5658425129950047,4.0,-0.4699232187122107,1.0
2018-10-08,105.26067352294922,0.057628490962088,0.6352090388536453,0.3071625120937823,5.0,-0.2495340211316943,-1.0
2018-10-09,104.95198822021484,0.071468441436688,0.1008433109770218,0.8276882171630859,3.0,-0.7562197757263979,-1.0
2018-10-10,101.41616821289062,0.1451305980709465,0.4233224994756959,0.4315468737516891,11.0,-0.2864162756807425,-1.0
2018-10-11,99.62954711914062,0.2314230296760797,0.506389154586941,0.2621878239248568,12.0,-0.0307647942487771,1.0
2018-10-12,101.4722900390625,0.2674308617133647,0.5300083423499018,0.2025607912801206,8.0,0.0648700704332441,-1.0
2018-10-15,101.23844146728516,0.2302455652505159,0.2674058385193347,0.50234857480973,5.0,-0.2721030095592142,1.0
2018-10-16,103.26824188232422,0.2488985047675668,0.4813672083296946,0.2697342819800334,14.0,-0.0208357772124665,-1.0
2018-10-17,102.41703033447266,0.1446549536194652,0.5861588085535914,0.2691862430656328,8.0,-0.1245312894461676,-1.0
2018-10-18,100.45270538330078,0.2127566057114073,0.5337390955537558,0.2535043185433516,13.0,-0.0407477128319442,-1.0
2018-10-19,99.4705047607422,0.4592674498313239,0.3387196513691118,0.2020129063831908,7.0,0.2572545434481331,1.0
2018-10-22,99.87274169921876,0.2948676135856657,0.2695813039317727,0.4355510515160858,4.0,-0.1406834379304201,1.0
2018-10-23,99.8914566040039,0.2696615987058197,0.5487612209149769,0.1815771892932908,7.0,0.0880844094125288,-1.0
2018-10-24,96.90753173828124,0.2090195248990008,0.2875408610173811,0.5034396254923195,12.0,-0.2944201005933186,1.0
2018-10-25,99.83537292480467,0.387209697975777,0.0829194833058863,0.529870813479647,8.0,-0.14266111550387,-1.0
2018-10-26,96.72982025146484,0.306465758010745,0.455940829279522,0.2375934210916359,6.0,0.068872336919109,-1.0
2018-10-29,95.87859344482422,0.31804261294504,0.6499665544057885,0.0319908324939508,6.0,0.2860517804510892,1.0
2018-10-30,97.319091796875,0.254108242424471,0.1731637082993984,0.5727280495422227,7.0,-0.3186198071177516,1.0
2018-10-31,98.57254028320312,0.0929196439683437,0.8339873552322388,0.0730930361896752,2.0,0.0198266077786684,1.0
2018-11-01,100.58365631103516,0.3448543266082803,0.3998507593447963,0.2552949129603802,6.0,0.0895594136479001,1.0
2018-11-02,100.9952392578125,0.3377088780204455,0.3306477544829249,0.3316433895379305,6.0,0.006065488482515,1.0
2018-11-05,101.13555908203124,0.0459121097344904,0.3579080805182457,0.5961798248812556,10.0,-0.5502677151467652,1.0
2018-11-06,101.5845184326172,0.0305818859487772,0.8597744107246399,0.109643654897809,2.0,-0.0790617689490318,1.0
2018-11-07,104.33462524414062,0.5604158292214075,0.1072243141631284,0.332359883468598,3.0,0.2280559457528094,1.0
2018-11-08,104.36266326904295,0.1482621138649327,0.8095587491989136,0.0421791607514023,7.0,0.1060829531135303,-1.0
2018-11-09,102.9128189086914,0.2821894749067723,0.465956193394959,0.2518543363548814,4.0,0.0303351385518908,-1.0
2018-11-12,100.8455581665039,0.0845271863043307,0.8107829451560974,0.1046898702159523,5.0,-0.0201626839116215,-1.0
2018-11-13,100.7988052368164,0.1233351690461858,0.613218723796308,0.2634460981353185,8.0,-0.1401109290891327,-1.0
2018-11-14,100.04112243652344,0.0192262896647055,0.1138657201081513,0.8669079542160034,3.0,-0.8476816645512979,-1.0
2018-11-15,99.8914566040039,0.3602283709915355,0.1606971502769738,0.4790744846686721,8.0,-0.1188461136771366,-1.0
2018-11-16,99.49858856201172,0.0707511275541037,0.7106432872824371,0.218605562695302,8.0,-0.1478544351411983,-1.0
2018-11-19,97.06655883789062,0.1199058395411286,0.3636301234364509,0.5164640476661069,7.0,-0.3965582081249782,-1.0
2018-11-20,94.86837005615234,0.1240503283010588,0.5217555742710829,0.3541940886320339,9.0,-0.230143760330975,1.0
2018-11-21,95.85987854003906,0.0934199312967913,0.4495426623948982,0.457037384754845,7.0,-0.3636174534580537,-1.0
2018-11-23,95.42959594726562,0.0288274743749449,0.3319483781233429,0.6392241317468385,12.0,-0.6103966573718935,1.0
2018-11-26,97.5716552734375,0.2131334991109641,0.5697957228191874,0.2170707679099656,11.0,-0.0039372687990015,1.0
2018-11-27,97.86162567138672,0.0834070949682167,0.4430634565651417,0.4735294327672039,7.0,-0.3901223377989872,1.0
2018-11-28,100.75202941894533,0.2029880785848944,0.0885952366515993,0.7084166891872883,4.0,-0.5054286106023937,-1.0
2018-11-29,100.2843246459961,0.3115474046873194,0.4097591050501381,0.2786934765587959,7.0,0.0328539281285234,1.0
2018-11-30,101.0139389038086,0.5667919721454382,0.1267702626064419,0.3064377570990473,4.0,0.2603542150463909,1.0
2018-12-03,102.9034652709961,0.1137038598369274,0.5942362102546862,0.2920599492000681,7.0,-0.1783560893631406,-1.0
2018-12-04,99.19927215576172,0.2823440572246908,0.399659376591444,0.3179965480230748,4.0,-0.0356524907983839,1.0
2018-12-06,99.6763153076172,0.3146705169762884,0.5977428661925452,0.0875866009986825,7.0,0.2270839159776058,-1.0
2018-12-07,96.69239044189452,0.0427046993281691,0.52051544142887,0.4367798457387835,4.0,-0.3940751464106143,1.0
2018-12-10,96.7672119140625,0.0095308581367134,0.0293060429394244,0.9611630886793135,4.0,-0.9516322305426004,1.0
2018-12-11,96.8046417236328,0.1428855450358241,0.316146932542324,0.5409675207920372,8.0,-0.398081975756213,1.0
2018-12-12,97.82424926757812,0.1638256162405013,0.7561990171670914,0.0799753624014556,4.0,0.0838502538390457,-1.0
2018-12-13,97.33782958984376,0.0560060678981244,0.4615520176788171,0.4824419145782788,6.0,-0.4264358466801544,-1.0
2018-12-14,95.71955871582033,0.3314854903146624,0.3160704157004754,0.3524440716331203,6.0,-0.0209585813184579,-1.0
2018-12-17,93.28755950927734,0.0147952909270921,0.0434117823218305,0.9417929152647654,6.0,-0.9269976243376732,1.0
2018-12-18,94.01715850830078,0.113912593234669,0.2774110405959866,0.6086763815784996,11.0,-0.4947637883438305,-1.0
2018-12-19,92.15569305419922,0.2818253450095653,0.095318518312914,0.6228561529091426,7.0,-0.3410308078995773,-1.0
2018-12-20,90.08845520019533,0.4202271797694266,0.278048283730944,0.3017245415442933,12.0,0.1185026382251332,-1.0
2018-12-21,88.04692840576172,0.175901663955301,0.1685799177115161,0.6555184548099836,6.0,-0.4796167908546825,-1.0
2018-12-24,86.37538146972656,,,,,,1.0
2018-12-26,91.49331665039062,0.209366776049137,0.5417534597218037,0.2488798222038894,4.0,-0.0395130461547523,1.0
2018-12-27,91.98162078857422,0.0876592126054068,0.4291348059972127,0.4832059789138535,6.0,-0.3955467663084466,1.0
2018-12-28,91.99102020263672,0.1799490805715322,0.7592702209949493,0.0607806942425667,4.0,0.1191683863289654,1.0
2018-12-31,92.97705078125,0.0475554652512072,0.6443210542201995,0.3081234563142061,2.0,-0.2605679910629988,1.0
2019-01-02,93.68132781982422,0.0217557515328128,0.0749446849028269,0.903299609820048,3.0,-0.8815438582872351,-1.0
2019-01-03,91.65296173095705,0.4012563865010936,0.0922749882770908,0.5064686120798191,9.0,-0.1052122255787254,1.0
2019-01-04,94.68614196777344,0.1249028252703802,0.5881199730294091,0.2869772181979247,7.0,-0.1620743929275444,1.0
2019-01-07,96.82720947265624,0.2883114231750369,0.1691817492246627,0.5425068166106939,5.0,-0.254195393435657,1.0
2019-01-08,97.89773559570312,0.2095934124663472,0.2723052181924382,0.5181013715143005,6.0,-0.3085079590479532,1.0
2019-01-09,98.39543151855467,0.3774609238219757,0.4295621675749619,0.1929768988241751,6.0,0.1844840249978006,-1.0
2019-01-10,98.1137466430664,0.2329003660438152,0.3143471073932372,0.4527525181094041,13.0,-0.2198521520655889,1.0
2019-01-11,98.20764923095705,0.0599611009071979,0.5206096441085849,0.4194292298385074,7.0,-0.3594681289313094,-1.0
2019-01-14,97.60663604736328,0.2635299625496069,0.4572522342205047,0.2792178007463614,3.0,-0.0156878381967545,1.0
2019-01-15,98.48934936523438,0.0578903122139827,0.5078572881008897,0.4342524084661687,7.0,-0.376362096252186,-1.0
2019-01-16,98.26398468017578,0.1613422654569148,0.3992797039449215,0.4393780294805765,5.0,-0.2780357640236616,1.0
2019-01-17,98.93069458007812,0.0155374671642978,0.3305093223849932,0.6539531697829565,3.0,-0.6384157026186587,1.0
2019-01-18,100.30174255371094,0.1852079204594094,0.1705227317288517,0.6442693580562869,6.0,-0.4590614375968774,-1.0
2019-01-22,98.79925537109376,0.1402643904089927,0.4261879295110702,0.4335476730018854,5.0,-0.2932832825928926,1.0
2019-01-23,98.99645233154295,0.0937032817746512,0.3980061106849462,0.5082906258758157,8.0,-0.4145873441011645,1.0
2019-01-24,99.40963745117188,0.3955309883292232,0.263684308156371,0.3407847315871289,7.0,0.0547462567420942,1.0
2019-01-25,100.50836944580078,0.4234569271405538,0.359198806186517,0.2173442381123701,3.0,0.2061126890281836,-1.0
2019-01-28,99.92613220214844,0.0772852486697956,0.2883411354850977,0.6343736285343766,8.0,-0.5570883798645809,-1.0
2019-01-29,99.27816772460938,0.1929441154158363,0.1195983455205956,0.687457530759275,6.0,-0.4945134153434386,1.0
2019-01-30,101.2314453125,0.2389132727403193,0.2394965924322604,0.521590132266283,4.0,-0.2826768595259636,1.0
2019-01-31,102.15172576904295,0.1096903167884139,0.3314871402347789,0.5588225448394523,17.0,-0.4491322280510383,-1.0
2019-02-01,100.6585922241211,0.5097639054059983,0.4255444072186947,0.0646916739642619,5.0,0.4450722314417363,1.0
2019-02-04,101.3159408569336,0.1968068005517124,0.6137371616704124,0.189456050683345,7.0,0.0073507498683673,1.0
2019-02-05,102.264404296875,0.2197048281319439,0.4519829945638776,0.3283121960237622,10.0,-0.1086073678918183,-1.0
2019-02-06,101.84183502197266,0.390202428214252,0.2223251238465309,0.387472465634346,2.0,0.0027299625799059,-1.0
2019-02-07,101.0060577392578,0.5321701318025589,0.4514250556627909,0.0164047985648114,3.0,0.5157653332377474,-1.0
2019-02-08,100.60223388671876,0.0642322481920321,0.5206579230725765,0.4151098208191494,6.0,-0.3508775726271173,1.0
2019-02-11,100.78068542480467,0.0847052484750747,0.6826507180929184,0.2326440107077359,5.0,-0.1479387622326612,1.0
2019-02-12,102.33016204833984,0.5070066507905722,0.1364903816332419,0.3565029672657449,3.0,0.1505036835248272,1.0
2019-02-13,103.0250473022461,0.2380852047353983,0.5257022898644209,0.2362125294283032,5.0,0.001872675307095,-1.0
2019-02-14,102.64940643310548,0.0441952521602312,0.347499562613666,0.6083051988855004,15.0,-0.5641099467252692,1.0
2019-02-15,103.3537139892578,0.2534758106339722,0.2570277149789035,0.4894964632888635,12.0,-0.2360206526548912,1.0
2019-02-19,103.77631378173828,0.4239291399717331,0.5616998970508575,0.0143709429539739,2.0,0.4095581970177591,1.0
2019-02-20,103.98291015625,0.0146769909188151,0.2433162257075309,0.7420067489147186,2.0,-0.7273297579959035,-1.0
