Date,Price,Return,Sign,avg_positive_XLK,avg_neutral_XLK,avg_negative_XLK,n_XLK,sent_index_XLK,is_trading_day
2019-05-24,69.03684997558594,0.000272928388963,1.0,0.12055576251198846,0.5663203075528145,0.3131238948553801,3.0,-0.19256813234339165,1.0
2019-05-28,68.83903503417969,-0.0028653529452199,-1.0,0.06766202513660699,0.5680318740861756,0.3643060950562358,7.0,-0.2966440699196288,1.0
2019-05-29,68.43408203125,-0.0058826071970448,-1.0,0.23480369430035344,0.46040800400078297,0.3047882865648716,4.0,-0.06998459226451817,1.0
2019-05-30,68.85790252685547,0.0061931201972129,1.0,0.10914393809313572,0.5494496288398901,0.3414064592992266,6.0,-0.23226252120609087,1.0
2019-05-31,67.70883178710938,-0.0166875652260528,-1.0,0.3131649315357208,0.5209402918815613,0.1658947767689824,5.0,0.14727015476673838,1.0
2019-06-03,66.52212524414062,-0.017526613761407,-1.0,0.0934546856830517,0.5492151875048876,0.35733010694384576,15.0,-0.26387542126079405,1.0
2019-06-04,68.74486541748047,0.0334135472248104,1.0,0.16006192530039692,0.5259516006335616,0.31398646277375514,8.0,-0.15392453747335821,1.0
2019-06-05,69.63961791992188,0.0130155539182115,1.0,0.22085660174489016,0.48338742554187775,0.295755969826132,5.0,-0.07489936808124184,1.0
2019-06-06,70.4496078491211,0.0116311656122327,1.0,0.3407175838947296,0.5685205360253652,0.09076191547016299,3.0,0.24995566842456662,1.0
2019-06-07,71.75875091552734,0.0185826877732233,1.0,0.10119174700230357,0.7327640205621719,0.16604426037520165,4.0,-0.06485251337289807,1.0
2019-06-10,72.49341583251953,0.0102379836273489,1.0,0.1267939194105565,0.4770589631050825,0.3961471168324351,10.0,-0.2693531974218786,1.0
2019-06-11,72.49341583251953,0.0,0.0,0.29821237106807524,0.5274627348408103,0.17432489321799943,8.0,0.12388747785007581,1.0
2019-06-12,72.08839416503906,-0.0055870131491139,-1.0,0.04351874285687996,0.4893491479257743,0.4671320915222168,3.0,-0.42361334866533684,1.0
2019-06-13,72.30501556396484,0.003004941383905,1.0,0.05423178104683753,0.3930673003196716,0.5527008809149265,4.0,-0.498469099868089,1.0
2019-06-14,71.67398834228516,-0.0087272952886849,-1.0,0.19031971623189742,0.16622817423194644,0.6434520864859223,4.0,-0.4531323702540249,1.0
2019-06-17,71.73051452636719,0.000788656880821,1.0,0.041698075365275096,0.47968518175184716,0.4786167675629258,2.0,-0.4369186921976507,1.0
2019-06-18,73.0302505493164,0.0181197086279292,1.0,0.6273641244818767,0.2244475365926822,0.14818832937938467,6.0,0.4791757951024921,1.0
2019-06-19,73.29396057128906,0.0036109697007622,1.0,0.27194269879588057,0.503136521205306,0.22492078971117732,7.0,0.047021909084703245,1.0
2019-06-20,74.36766052246094,0.0146492281601775,1.0,0.08065254762768742,0.6356008142232895,0.28374663647264237,5.0,-0.20309408884495495,1.0
2019-06-21,74.01605987548828,-0.0047278702127043,-1.0,0.05212442918370164,0.6158291896184286,0.33204643117884786,3.0,-0.2799220019951462,1.0
2019-06-24,74.15784454345703,0.0019155932943102,1.0,0.1301892541348934,0.6607527438551187,0.20905800387263293,5.0,-0.07886874973773952,1.0
2019-06-25,72.79679870605469,-0.0183533629622252,-1.0,,,,,,
2019-06-26,73.5812759399414,0.01077626005306,1.0,0.22251100577414032,0.2233008049428462,0.5541881894692778,5.0,-0.33167718369513755,1.0
2019-06-27,73.77030181884766,0.0025689399441855,1.0,0.33218251013507444,0.33838140529890853,0.32943615286300576,3.0,0.002746357272068678,1.0
2019-06-28,73.76085662841797,-0.000128035133337,-1.0,0.33855593639115494,0.5255985433856646,0.1358455377630889,6.0,0.20271039862806603,1.0
2019-07-01,74.932861328125,0.0158892501155618,1.0,0.46576190292835234,0.45408295691013334,0.08015514239668842,5.0,0.38560676053166393,1.0
2019-07-02,75.13136291503906,0.002649059216421,1.0,0.24203264527022839,0.47881457954645157,0.2791527523659169,4.0,-0.037120107095688526,1.0
2019-07-03,75.70790100097656,0.0076737338917898,1.0,0.33324164773027104,0.4409247674047947,0.22583357244729993,3.0,0.10740807528297111,1.0
2019-07-05,75.5661392211914,-0.0018724832931681,-1.0,0.2794156186282634,0.34369292802044316,0.37689143499093397,7.0,-0.09747581636267055,1.0
2019-07-08,74.98957824707031,-0.0076298852907309,-1.0,0.26726637501269573,0.48330863658338785,0.2494250193703919,4.0,0.017841355642303824,1.0
2019-07-09,75.25422668457031,0.0035291362304779,1.0,0.33041954822838304,0.5406189739704133,0.12896146737039083,5.0,0.20145808085799222,1.0
2019-07-10,75.84969329833984,0.0079127331447499,1.0,0.1775555536150932,0.6908566504716873,0.13158781058154997,4.0,0.04596774303354323,1.0
2019-07-11,76.13323211669922,0.0037381669724638,1.0,0.09507846087217327,0.8479558229446411,0.05696567396322883,3.0,0.038112786908944436,1.0
2019-07-12,76.69086456298828,0.0073244289094978,1.0,0.1339459717273712,0.2018402069807052,0.6642138957977295,1.0,-0.5302679240703583,1.0
2019-07-15,76.94607543945312,0.0033277871871588,1.0,0.10491048855086164,0.5655466243624687,0.32954290012518567,6.0,-0.224632411574324,1.0
2019-07-16,76.2277603149414,-0.0093353055423462,-1.0,0.3065524771809578,0.3308074729783194,0.36264007072895765,7.0,-0.05608759354799986,1.0
2019-07-17,76.02928924560547,-0.0026036586738995,-1.0,0.22356497347354884,0.39007976055145266,0.38635528553277254,5.0,-0.1627903120592237,1.0
2019-07-18,76.59637451171875,0.0074587737402274,1.0,0.40233674868941305,0.21020005978643894,0.3874632054939866,5.0,0.014873543195426442,1.0
2019-07-19,76.26554870605469,-0.0043190791701694,-1.0,0.4369939025491476,0.4955794168636203,0.06742671248503027,4.0,0.3695671900641173,1.0
2019-07-22,77.14456176757812,0.0115256898617666,1.0,0.2995492511428892,0.4240144368261099,0.27643631566315885,10.0,0.023112935479730368,1.0
2019-07-23,77.56985473632812,0.0055129351830569,1.0,0.30834176657455303,0.29206502943166657,0.39959318403686794,7.0,-0.09125141746231491,1.0
2019-07-24,78.21259307861328,0.0082859294305748,1.0,0.4833455579355359,0.28386354477455217,0.23279088642448184,6.0,0.25055467151105404,1.0
2019-07-25,77.8912353515625,-0.0041087721861846,-1.0,0.5466798848162094,0.4059419818222523,0.047378130412350054,6.0,0.4993017544038594,1.0
2019-07-26,78.06136322021484,0.002184172171419,1.0,0.3169622186284799,0.4989559967070818,0.18408177047967908,13.0,0.13288044814880082,1.0
2019-07-29,78.01412200927734,-0.0006051804502085,-1.0,0.3442775253206491,0.41216304898262024,0.24355939961969844,3.0,0.10071812570095065,1.0
2019-07-30,77.51317596435547,-0.0064212226199547,-1.0,0.22316456492990253,0.520947452634573,0.25588794716168195,4.0,-0.032723382231779424,1.0
2019-07-31,76.34114837646484,-0.0151203659675818,-1.0,0.3567473959410563,0.27671060827560723,0.36654197901953006,8.0,-0.009794583078473751,1.0
2019-08-01,75.95364379882812,-0.0050759595038549,-1.0,0.21056139245629302,0.29441039822995657,0.49502818696200845,5.0,-0.28446679450571544,1.0
2019-08-02,74.7154769897461,-0.0163016117088662,-1.0,0.09855453031403676,0.6299009626465184,0.2715445110308272,7.0,-0.17298998071679045,1.0
2019-08-05,71.59640502929688,-0.0417459954231073,-1.0,0.18257664225529877,0.5784894870594144,0.23893389024306086,8.0,-0.056357247987762094,1.0
